Total_visa,c_withdraw,certified,company,denied,job_location,job_name,number_j_location,number_j_name,salary,withdraw,year
19,0,0,"Goldman, Sachs",0,"New YorkNY,Salt Lake CityUT,Jersey CityNJ,Irving,TX,San FranciscoCA","Analyst,Associate,Vice PresidentIntermediate Associate,Senior Analyst,Research Associate","359,120,59,26,14","165,154,107,48,23",-,0,2017
19,0,0,"Goldman, Sachs",0,"New YorkNY,Salt Lake CityUT,Jersey CityNJ,Irving,TX,San FranciscoCA","Analyst,Associate,Vice PresidentIntermediate Associate,Senior Analyst,Research Associate","359,120,59,26,14","165,154,107,48,23",-,0,2016
2721,34,491,"Persistent Systems, Inc.",4,"San FranciscoCA,Santa ClaraCA,Dublin,OH,San JoseCA,Research Triangle ParkNC","Sr Computer Programmer Analyst,Solution Architect,Computer Programmer Analyst,Senior Computer Programmer Analyst,Sr Computer Programmer Analyst Ii","204,202,155,87,68","448,231,225,219,142","$86,923",107,2018
2721,89,465,"Persistent Systems, Inc.",3,"San FranciscoCA,Santa ClaraCA,Dublin,OH,San JoseCA,Research Triangle ParkNC","Sr Computer Programmer Analyst,Solution Architect,Computer Programmer Analyst,Senior Computer Programmer Analyst,Sr Computer Programmer Analyst Ii","204,202,155,87,68","448,231,225,219,142","$82,675",54,2017
2721,24,599,"Persistent Systems, Inc.",10,"San FranciscoCA,Santa ClaraCA,Dublin,OH,San JoseCA,Research Triangle ParkNC","Sr Computer Programmer Analyst,Solution Architect,Computer Programmer Analyst,Senior Computer Programmer Analyst,Sr Computer Programmer Analyst Ii","204,202,155,87,68","448,231,225,219,142","$79,663",66,2016
196,8,238,"Capgemini America, Inc. (Legacy Capgemini Financial Services, Inc.)",0,"New YorkNY,Riverwoods,IL,Charlotte,NC,Chicago,IL,Rosemont,IL","ProgrammerDeveloper ,ProgrammerDeveloper ,Applications Consultant ,Senior Consultant ProgrammerDeveloper,Applications Consultant ","135,109,71,65,48","69,68,57,53,51","$106,103",38,2018
196,3,539,"Capgemini America, Inc. (Legacy Capgemini Financial Services, Inc.)",4,"New YorkNY,Riverwoods,IL,Charlotte,NC,Chicago,IL,Rosemont,IL","ProgrammerDeveloper ,ProgrammerDeveloper ,Applications Consultant ,Senior Consultant ProgrammerDeveloper,Applications Consultant ","135,109,71,65,48","69,68,57,53,51","$105,379",65,2017
196,0,70,"Capgemini America, Inc. (Legacy Capgemini Financial Services, Inc.)",1,"New YorkNY,Riverwoods,IL,Charlotte,NC,Chicago,IL,Rosemont,IL","ProgrammerDeveloper ,ProgrammerDeveloper ,Applications Consultant ,Senior Consultant ProgrammerDeveloper,Applications Consultant ","135,109,71,65,48","69,68,57,53,51","$111,044",0,2016
2434,46,755,Jpmorgan Chase & Co.,7,"New YorkNY,Jersey CityNJ,Columbus,OH,Wilmington,DE,Newark,DE","Software Engineer,Associate Software Engineer,Associate,Associate Software Engineering,Associate Applications Developer","366,313,218,165,105","149,132,124,97,61","$115,115",13,2018
2434,24,596,Jpmorgan Chase & Co.,1,"New YorkNY,Jersey CityNJ,Columbus,OH,Wilmington,DE,Newark,DE","Software Engineer,Associate Software Engineer,Associate,Associate Software Engineering,Associate Applications Developer","366,313,218,165,105","149,132,124,97,61","$112,513",10,2017
2434,14,143,Jpmorgan Chase & Co.,0,"New YorkNY,Jersey CityNJ,Columbus,OH,Wilmington,DE,Newark,DE","Software Engineer,Associate Software Engineer,Associate,Associate Software Engineering,Associate Applications Developer","366,313,218,165,105","149,132,124,97,61","$119,090",4,2016
2907,275,507,"Marlabs, Inc",0,"New YorkNY,Piscataway,NJ,Ridgefield ParkNJ,Philadelphia,PA,Atlanta,GA","ProgrammerAnalyst,Software Application Developer,Database Analyst,Quality Assurance Analyst,Business Analyst","146,90,83,82,42","1702,68,31,28,21","$72,310",0,2018
2907,166,480,"Marlabs, Inc",0,"New YorkNY,Piscataway,NJ,Ridgefield ParkNJ,Philadelphia,PA,Atlanta,GA","ProgrammerAnalyst,Software Application Developer,Database Analyst,Quality Assurance Analyst,Business Analyst","146,90,83,82,42","1702,68,31,28,21","$72,081",0,2017
2907,163,348,"Marlabs, Inc",1,"New YorkNY,Piscataway,NJ,Ridgefield ParkNJ,Philadelphia,PA,Atlanta,GA","ProgrammerAnalyst,Software Application Developer,Database Analyst,Quality Assurance Analyst,Business Analyst","146,90,83,82,42","1702,68,31,28,21","$70,803",3,2016
2665,209,393,University Of Michigan,3,"Ann ArborMI,Dearborn,MI,Flint,MI,Livonia,MI,Boston,MA","Postdoctoral Research Fellow,Assistant Professor,Research Fellow,Research Investigator,Assistant Research Scientist","1711,47,32,,","523,184,171,107,67","$68,718",13,2018
2665,202,430,University Of Michigan,3,"Ann ArborMI,Dearborn,MI,Flint,MI,Livonia,MI,Boston,MA","Postdoctoral Research Fellow,Assistant Professor,Research Fellow,Research Investigator,Assistant Research Scientist","1711,47,32,,","523,184,171,107,67","$68,287",15,2017
2665,185,359,University Of Michigan,2,"Ann ArborMI,Dearborn,MI,Flint,MI,Livonia,MI,Boston,MA","Postdoctoral Research Fellow,Assistant Professor,Research Fellow,Research Investigator,Assistant Research Scientist","1711,47,32,,","523,184,171,107,67","$69,175",5,2016
4537,7,1038,"Paypal, Inc.",15,"San JoseCA,Austin,TX,Scottsdale,AZ,San FranciscoCA,New YorkNY","Software Engineer ,Mts  Software Engineer,Software Engineer ,Mts  Software Engineer,Software Engineer","1890,134,122,86,53","428,338,318,103,67","$136,603",14,2018
4537,3,645,"Paypal, Inc.",18,"San JoseCA,Austin,TX,Scottsdale,AZ,San FranciscoCA,New YorkNY","Software Engineer ,Mts  Software Engineer,Software Engineer ,Mts  Software Engineer,Software Engineer","1890,134,122,86,53","428,338,318,103,67","$137,608",7,2017
4537,6,687,"Paypal, Inc.",15,"San JoseCA,Austin,TX,Scottsdale,AZ,San FranciscoCA,New YorkNY","Software Engineer ,Mts  Software Engineer,Software Engineer ,Mts  Software Engineer,Software Engineer","1890,134,122,86,53","428,338,318,103,67","$134,665",15,2016
2669,32,747,Hcl Global Systems Inc,0,"Charlotte,NC,Somerset,NJ,Farmington HillsMI,Lansing,MI,Atlanta,GA","Sr Programmer Analyst,Programmer Analyst,Software Developer,Sr Software Engineer,Software Engineer","82,62,53,51,47","407,368,153,83,62","$93,232",5,2018
2669,0,4,Hcl Global Systems Inc,0,"Charlotte,NC,Somerset,NJ,Farmington HillsMI,Lansing,MI,Atlanta,GA","Sr Programmer Analyst,Programmer Analyst,Software Developer,Sr Software Engineer,Software Engineer","82,62,53,51,47","407,368,153,83,62","$84,885",0,2017
2669,65,600,Hcl Global Systems Inc,0,"Charlotte,NC,Somerset,NJ,Farmington HillsMI,Lansing,MI,Atlanta,GA","Sr Programmer Analyst,Programmer Analyst,Software Developer,Sr Software Engineer,Software Engineer","82,62,53,51,47","407,368,153,83,62","$81,855",22,2016
5365,0,1593,Kforce Inc.,5,"Charlotte,NC,Columbus,OH,San DiegoCA,San FranciscoCA,Austin,TX","Senior Programmer Analyst,Programmer Analyst,Advanced Software Developer,Senior Software Developer,Senior Business Analyst","64,63,59,47,47","394,276,275,275,227","$128,320",14,2018
5365,3,706,Kforce Inc.,2,"Charlotte,NC,Columbus,OH,San DiegoCA,San FranciscoCA,Austin,TX","Senior Programmer Analyst,Programmer Analyst,Advanced Software Developer,Senior Software Developer,Senior Business Analyst","64,63,59,47,47","394,276,275,275,227","$97,589",8,2017
5365,3,291,Kforce Inc.,2,"Charlotte,NC,Columbus,OH,San DiegoCA,San FranciscoCA,Austin,TX","Senior Programmer Analyst,Programmer Analyst,Advanced Software Developer,Senior Software Developer,Senior Business Analyst","64,63,59,47,47","394,276,275,275,227","$92,535",3,2016
4704,177,941,"Uber Technologies, Inc.",0,"San FranciscoCA,Palo AltoCA,Pittsburgh,PA,Seattle,WA,New YorkNY","Software Engineer,Senior Software Engineer,Data Scientist,Engineering Manager,Operations And Logistics Manager","1765,189,144,133,94","648,477,172,73,59","$134,998",11,2018
4704,43,650,"Uber Technologies, Inc.",2,"San FranciscoCA,Palo AltoCA,Pittsburgh,PA,Seattle,WA,New YorkNY","Software Engineer,Senior Software Engineer,Data Scientist,Engineering Manager,Operations And Logistics Manager","1765,189,144,133,94","648,477,172,73,59","$127,871",37,2017
4704,50,505,"Uber Technologies, Inc.",3,"San FranciscoCA,Palo AltoCA,Pittsburgh,PA,Seattle,WA,New YorkNY","Software Engineer,Senior Software Engineer,Data Scientist,Engineering Manager,Operations And Logistics Manager","1765,189,144,133,94","648,477,172,73,59","$124,873",7,2016
4781,12,771,"Cisco Systems, Inc.",13,"San JoseCA,Research Triangle ParkNC,San FranciscoCA,Richardson,TX,Boxborough,MA","Software Engineer,Technical Leader,Customer Support Engineer,Network Consulting Engineer,It Engineer","829,270,200,117,104","307,155,114,112,106","$131,868",7,2018
4781,4,713,"Cisco Systems, Inc.",10,"San JoseCA,Research Triangle ParkNC,San FranciscoCA,Richardson,TX,Boxborough,MA","Software Engineer,Technical Leader,Customer Support Engineer,Network Consulting Engineer,It Engineer","829,270,200,117,104","307,155,114,112,106","$130,231",12,2017
4781,4,616,"Cisco Systems, Inc.",12,"San JoseCA,Research Triangle ParkNC,San FranciscoCA,Richardson,TX,Boxborough,MA","Software Engineer,Technical Leader,Customer Support Engineer,Network Consulting Engineer,It Engineer","829,270,200,117,104","307,155,114,112,106","$127,883",10,2016
4520,13,930,Ebay Inc.,11,"San JoseCA,Bellevue,WA,San FranciscoCA,Austin,TX,New YorkNY","Software Engineer ,Software Engineer ,Mts  Software Engineer,Software Engineer  Quality,Mts  Software Engineer","1978,198,81,66,59","446,338,329,132,103","$146,992",9,2018
4520,9,727,Ebay Inc.,9,"San JoseCA,Bellevue,WA,San FranciscoCA,Austin,TX,New YorkNY","Software Engineer ,Software Engineer ,Mts  Software Engineer,Software Engineer  Quality,Mts  Software Engineer","1978,198,81,66,59","446,338,329,132,103","$141,013",10,2017
4520,11,757,Ebay Inc.,11,"San JoseCA,Bellevue,WA,San FranciscoCA,Austin,TX,New YorkNY","Software Engineer ,Software Engineer ,Mts  Software Engineer,Software Engineer  Quality,Mts  Software Engineer","1978,198,81,66,59","446,338,329,132,103","$137,361",18,2016
3817,182,632,Cerner Corporation,6,"North Kansas CityMO,Malvern,PA,Kansas CityMO,Washington,DC,Columbia,MO","Software Engineer,Associate Senior Software Engineer,Software Architect,Senior Software Engineer,Associate Lead Software Engineer","2091,161,39,,","1756,156,105,90,55","$82,991",22,2018
3817,330,417,Cerner Corporation,7,"North Kansas CityMO,Malvern,PA,Kansas CityMO,Washington,DC,Columbia,MO","Software Engineer,Associate Senior Software Engineer,Software Architect,Senior Software Engineer,Associate Lead Software Engineer","2091,161,39,,","1756,156,105,90,55","$76,784",41,2017
3817,364,314,Cerner Corporation,2,"North Kansas CityMO,Malvern,PA,Kansas CityMO,Washington,DC,Columbia,MO","Software Engineer,Associate Senior Software Engineer,Software Architect,Senior Software Engineer,Associate Lead Software Engineer","2091,161,39,,","1756,156,105,90,55","$74,070",25,2016
2436,113,524,"Prokarma, Inc.",1,"Omaha,NE,Atlanta,GA,Greenwood VillageCO,Bellevue,WA,Bothell,WA","Software Engineer,Software Developer,Programmer Analyst,Quality Assurance Test Engineer,Software Development Engineer In Test Sdet","475,154,142,132,104","630,272,67,53,52","$106,442",17,2018
2436,62,384,"Prokarma, Inc.",2,"Omaha,NE,Atlanta,GA,Greenwood VillageCO,Bellevue,WA,Bothell,WA","Software Engineer,Software Developer,Programmer Analyst,Quality Assurance Test Engineer,Software Development Engineer In Test Sdet","475,154,142,132,104","630,272,67,53,52","$99,513",9,2017
2436,164,225,"Prokarma, Inc.",1,"Omaha,NE,Atlanta,GA,Greenwood VillageCO,Bellevue,WA,Bothell,WA","Software Engineer,Software Developer,Programmer Analyst,Quality Assurance Test Engineer,Software Development Engineer In Test Sdet","475,154,142,132,104","630,272,67,53,52","$1,212,406",9,2016
2649,10,513,Dell Usa Lp,6,"Round RockTX,Austin,TX,Santa ClaraCA,Plano,TX,Eden PrairieMN","Software Development Senior Engineer,Software Principal Engineer,Software Development Staff Engineer,Platform Software Staff Engineer,Principal Software EngineerIt","921,328,102,33,18","66,52,50,36,34","$108,856",6,2018
2649,14,428,Dell Usa Lp,9,"Round RockTX,Austin,TX,Santa ClaraCA,Plano,TX,Eden PrairieMN","Software Development Senior Engineer,Software Principal Engineer,Software Development Staff Engineer,Platform Software Staff Engineer,Principal Software EngineerIt","921,328,102,33,18","66,52,50,36,34","$105,604",5,2017
2649,28,446,Dell Usa Lp,7,"Round RockTX,Austin,TX,Santa ClaraCA,Plano,TX,Eden PrairieMN","Software Development Senior Engineer,Software Principal Engineer,Software Development Staff Engineer,Platform Software Staff Engineer,Principal Software EngineerIt","921,328,102,33,18","66,52,50,36,34","$102,891",10,2016
3973,1,471,"Qualcomm Technologies, Inc.",13,"San DiegoCA,San JoseCA,Boulder,CO,Santa ClaraCA,Austin,TX","Senior Software Engineer,Senior Hardware Engineer,Staff Software Engineer,Staff Hardware Engineer,Software Engineer","1131,243,77,75,65","195,180,148,131,121","$139,260",5,2018
3973,0,447,"Qualcomm Technologies, Inc.",10,"San DiegoCA,San JoseCA,Boulder,CO,Santa ClaraCA,Austin,TX","Senior Software Engineer,Senior Hardware Engineer,Staff Software Engineer,Staff Hardware Engineer,Software Engineer","1131,243,77,75,65","195,180,148,131,121","$130,699",2,2017
3973,0,787,"Qualcomm Technologies, Inc.",24,"San DiegoCA,San JoseCA,Boulder,CO,Santa ClaraCA,Austin,TX","Senior Software Engineer,Senior Hardware Engineer,Staff Software Engineer,Staff Hardware Engineer,Software Engineer","1131,243,77,75,65","195,180,148,131,121","$120,531",18,2016
2177,21,606,"Ntt Data Services, Llc",29,"Plano,TX,Providence,RI,Irving,TX,Wellesley,MA,Memphis,TN","Software Development Advisor,Software Development Specialist,Systems Integration Advisor,Testing Engineering Advisor,Software Development Sr Analyst","323,72,65,60,52","256,109,65,56,38","$111,453",80,2018
2177,15,400,"Ntt Data Services, Llc",30,"Plano,TX,Providence,RI,Irving,TX,Wellesley,MA,Memphis,TN","Software Development Advisor,Software Development Specialist,Systems Integration Advisor,Testing Engineering Advisor,Software Development Sr Analyst","323,72,65,60,52","256,109,65,56,38","$104,895",15,2017
2177,0,0,"Ntt Data Services, Llc",0,"Plano,TX,Providence,RI,Irving,TX,Wellesley,MA,Memphis,TN","Software Development Advisor,Software Development Specialist,Systems Integration Advisor,Testing Engineering Advisor,Software Development Sr Analyst","323,72,65,60,52","256,109,65,56,38",-,0,2016
2562,78,685,Citiustech Inc.,4,"Princeton,NJ,Franklin,TN,Denver,CO,San RamonCA,Rochester,MN","Computer Programmer Analyst,Technical Lead,Senior Software Engineer,Technical Specialist,Computer Systems Analysts","239,161,152,99,85","954,350,92,67,49","$80,148",20,2018
2562,14,379,Citiustech Inc.,5,"Princeton,NJ,Franklin,TN,Denver,CO,San RamonCA,Rochester,MN","Computer Programmer Analyst,Technical Lead,Senior Software Engineer,Technical Specialist,Computer Systems Analysts","239,161,152,99,85","954,350,92,67,49","$81,294",65,2017
2562,24,415,Citiustech Inc.,2,"Princeton,NJ,Franklin,TN,Denver,CO,San RamonCA,Rochester,MN","Computer Programmer Analyst,Technical Lead,Senior Software Engineer,Technical Specialist,Computer Systems Analysts","239,161,152,99,85","954,350,92,67,49","$79,388",14,2016
2024,0,463,"Yash Technologies, Inc.",1,"East MolineIL,Johnston,IA,Milan,IL,East PeoriaIL,Princeton,NJ","Programmer Analyst,Sap Consultant,Software Developer,Project Coordinator,It Consultant Sap","546,65,63,52,50","567,455,205,15,14","$83,305",4,2018
2024,0,467,"Yash Technologies, Inc.",0,"East MolineIL,Johnston,IA,Milan,IL,East PeoriaIL,Princeton,NJ","Programmer Analyst,Sap Consultant,Software Developer,Project Coordinator,It Consultant Sap","546,65,63,52,50","567,455,205,15,14","$70,842",9,2017
2024,0,431,"Yash Technologies, Inc.",0,"East MolineIL,Johnston,IA,Milan,IL,East PeoriaIL,Princeton,NJ","Programmer Analyst,Sap Consultant,Software Developer,Project Coordinator,It Consultant Sap","546,65,63,52,50","567,455,205,15,14","$66,446",3,2016
1530,0,408,Makeurcareer Llc,0,"Lake WorthFL,Bellevue,WA,Austin,TX,Pleasanton,CA,Lakewood RanchFL","Programmer Analyst,Software Developer,Software Engineer,Qa Analyst,Business Analyst","329,212,141,96,75","464,215,135,113,36","$89,800",7,2018
1530,0,457,Makeurcareer Llc,1,"Lake WorthFL,Bellevue,WA,Austin,TX,Pleasanton,CA,Lakewood RanchFL","Programmer Analyst,Software Developer,Software Engineer,Qa Analyst,Business Analyst","329,212,141,96,75","464,215,135,113,36","$79,683",18,2017
1530,0,222,Makeurcareer Llc,2,"Lake WorthFL,Bellevue,WA,Austin,TX,Pleasanton,CA,Lakewood RanchFL","Programmer Analyst,Software Developer,Software Engineer,Qa Analyst,Business Analyst","329,212,141,96,75","464,215,135,113,36","$70,257",0,2016
87,0,429,Cgi Technologies And Solutions Inc.,2,"Pittsburgh,PA,Lafayette,LA,Bloomfield,CT,Fairfax,VA,Reston,VA","Software Developer,ProgrammerAnalyst,Business Systems Analyst,Software Engineer,Software Architect","132,82,67,59,45","287,211,133,95,84","$104,726",1,2018
87,0,478,Cgi Technologies And Solutions Inc.,3,"Pittsburgh,PA,Lafayette,LA,Bloomfield,CT,Fairfax,VA,Reston,VA","Software Developer,ProgrammerAnalyst,Business Systems Analyst,Software Engineer,Software Architect","132,82,67,59,45","287,211,133,95,84","$99,623",3,2017
87,0,464,Cgi Technologies And Solutions Inc.,4,"Pittsburgh,PA,Lafayette,LA,Bloomfield,CT,Fairfax,VA,Reston,VA","Software Developer,ProgrammerAnalyst,Business Systems Analyst,Software Engineer,Software Architect","132,82,67,59,45","287,211,133,95,84","$94,014",0,2016
3172,12,571,"Bloomberg, Lp",4,"New YorkNY,Princeton,NJ,San FranciscoCA,Skillman,NJ,Washington DCDC","Senior Software Developer,Senior Software Engineer,Team Leader,Software Developer,Software Engineer","1375,80,47,,","452,152,148,141,68","$155,656",11,2018
3172,1,475,"Bloomberg, Lp",1,"New YorkNY,Princeton,NJ,San FranciscoCA,Skillman,NJ,Washington DCDC","Senior Software Developer,Senior Software Engineer,Team Leader,Software Developer,Software Engineer","1375,80,47,,","452,152,148,141,68","$156,762",10,2017
3172,2,458,"Bloomberg, Lp",3,"New YorkNY,Princeton,NJ,San FranciscoCA,Skillman,NJ,Washington DCDC","Senior Software Developer,Senior Software Engineer,Team Leader,Software Developer,Software Engineer","1375,80,47,,","452,152,148,141,68","$147,203",4,2016
60,14,596,"American Express Travel Related Services Co., Inc.",2,"Phoenix,AZ,New YorkNY,Sunrise,FL,Fort LauderdaleFL,Salt Lake CityUT","Senior Engineer,Engineer,Technical Project Manager,Quality Engineer,Software Engineer","1062,386,94,59,33","461,385,73,62,59","$114,480",5,2018
60,9,466,"American Express Travel Related Services Co., Inc.",0,"Phoenix,AZ,New YorkNY,Sunrise,FL,Fort LauderdaleFL,Salt Lake CityUT","Senior Engineer,Engineer,Technical Project Manager,Quality Engineer,Software Engineer","1062,386,94,59,33","461,385,73,62,59","$110,032",14,2017
60,16,555,"American Express Travel Related Services Co., Inc.",5,"Phoenix,AZ,New YorkNY,Sunrise,FL,Fort LauderdaleFL,Salt Lake CityUT","Senior Engineer,Engineer,Technical Project Manager,Quality Engineer,Software Engineer","1062,386,94,59,33","461,385,73,62,59","$107,112",19,2016
103,25,630,Morgan Stanley Services Group Inc.,6,"New YorkNY,Baltimore,MD,Purchase,NY,Brooklyn,NY,Somerset,NJ","Associate,Vice President,Analyst,Manager,Executive Director","1315,43,11,,","605,420,239,34,30","$122,686",8,2018
103,21,462,Morgan Stanley Services Group Inc.,5,"New YorkNY,Baltimore,MD,Purchase,NY,Brooklyn,NY,Somerset,NJ","Associate,Vice President,Analyst,Manager,Executive Director","1315,43,11,,","605,420,239,34,30","$121,382",6,2017
103,7,214,Morgan Stanley Services Group Inc.,1,"New YorkNY,Baltimore,MD,Purchase,NY,Brooklyn,NY,Somerset,NJ","Associate,Vice President,Analyst,Manager,Executive Director","1315,43,11,,","605,420,239,34,30","$116,105",4,2016
